Course ID,Dept Cd,Major Disproportionate Impact,URM Disproportionate Impact,First Gen Disproportionate Impact, Gender Disproportionate Impact,Transfer Disproportionate Impact,N,N Qtrs w/Enrollment,Count of DFW Grades,% DFW,Avg. End Waitlist Count/Qtr,Avg. N Students Affected/Offering,N Courses Blocked ,Max. Complexity,Impact Index 
DOC1,GLBH,,,,,,29,3,3,10%,7,8,,,3
DOC1,HDS,,,,,,21,3,3,14%,7,8,,,3
DOC1,HIST,,,,,,32,3,0,0%,7,7,,,2
DOC1,INTL,,,,,,82,3,3,4%,7,8,,,3
DOC1,LIT,,,,,,35,3,2,6%,7,8,,,3
DOC1,MAE,,,,,,84,3,1,1%,7,7,,,2
DOC1,MATH,,,,,,213,3,6,3%,7,9,,,3
DOC1,PHYS,,,,,,31,3,1,3%,7,7,,,2
DOC1,POLI,,,,,,134,3,4,3%,7,8,,,3
DOC1,PSYC,,,,,,279,3,10,4%,7,10,,,3
DOC1,SE,,,,,,57,3,0,0%,7,7,,,2
DOC1,SIO,,,,,,37,3,1,3%,7,7,,,2
DOC1,SOC,,,,,,51,3,1,2%,7,7,,,2
DOC1,SPH,,,,,,45,3,3,7%,7,8,,,3
DOC1,UNAF,,,,,,164,3,9,5%,7,10,,,3
DOC1,USP,,,,,,28,3,2,7%,7,8,,,3
DOC1,VIS,,,,,,64,3,1,2%,7,7,,,2
DOC100D,BIOL,,,,,,48,8,4,8%,2,3,,,0
DOC100D,COGS,,,,,,30,8,5,17%,2,3,,,0
DOC100D,COMM,,,,,,21,8,2,10%,2,2,,,0
DOC100D,ECON,,,,,,40,8,2,5%,2,2,,,0
DOC100D,POLI,,,,,,20,6,2,10%,2,2,,,0
DOC100D,PSYC,,,,,,56,8,7,13%,2,3,,,0
DOC2,BENG,,,,,,40,3,0,0%,2,2,,,1
DOC2,BIOL,,,,,,502,3,6,1%,2,4,,,1
DOC2,CENG,,,,,,39,3,0,0%,2,2,,,1
DOC2,CHEM,,,,,,151,3,2,1%,2,3,,,1
DOC2,COGS,,,,,,150,3,1,1%,2,2,,,1
DOC2,COMM,,,,,,29,3,3,10%,2,3,,,1
DOC2,CSE,,,,,,85,3,0,0%,2,2,,,1
DOC2,DSC,,,,,,76,3,1,1%,2,2,,,1
DOC2,ECE,,,,,,65,3,2,3%,2,3,,,1
DOC2,ECON,,,,,,278,3,5,2%,2,4,,,1
DOC2,EDS,,,,,,23,3,1,4%,2,2,,,1
DOC2,ESYS,,,,,,31,3,0,0%,2,2,,,1
DOC2,GLBH,,,,,,30,3,0,0%,2,2,,,1
DOC2,HDS,,,,,,22,3,0,0%,2,2,,,1
DOC2,HIST,,,,,,28,3,0,0%,2,2,,,1
DOC2,INTL,,,,,,72,3,0,0%,2,2,,,1
DOC2,LIT,,,,,,34,3,1,3%,2,2,,,1
DOC2,MAE,,,,,,83,3,2,2%,2,3,,,1
DOC2,MATH,,,,,,239,3,3,1%,2,3,,,1
DOC2,PHYS,,,,,,31,3,2,6%,2,3,,,1
DOC2,POLI,,,,,,133,3,3,2%,2,3,,,1
DOC2,PSYC,,,,,,277,3,5,2%,2,4,,,1
DOC2,SE,,,,,,57,3,0,0%,2,2,,,1
DOC2,SIO,,,,,,41,3,0,0%,2,2,,,1
DOC2,SOC,,,,,,46,3,1,2%,2,2,,,1
DOC2,SPH,,,,,,46,3,1,2%,2,2,,,1
DOC2,UNAF,,,,,,105,3,1,1%,2,2,,,1
DOC2,USP,,,,,,26,3,1,4%,2,2,,,1
DOC2,VIS,,,,,,60,3,1,2%,2,2,,,1
DOC3,BENG,,,,,,44,3,2,5%,3,4,,,1
DOC3,BIOL,,,,,,494,3,5,1%,3,5,,,2
DOC3,CENG,,,,,,39,3,1,3%,3,3,,,1
DOC3,CHEM,,,,,,148,3,3,2%,3,4,,,1
DOC3,COGS,,,,,,174,3,5,3%,3,5,,,2
DOC3,COMM,,,,,,29,3,0,0%,3,3,,,1
DOC3,CSE,,,,,,84,3,1,1%,3,3,,,1
DOC3,DSC,,,,,,82,3,2,2%,3,4,,,1
DOC3,ECE,,,,,,69,3,1,1%,3,3,,,1
DOC3,ECON,,,,,,265,3,2,1%,3,4,,,1
DOC3,EDS,,,,,,23,3,0,0%,3,3,,,1
DOC3,ESYS,,,,,,25,3,1,4%,3,3,,,1
DOC3,GLBH,,,,,,28,3,0,0%,3,3,,,1
DOC3,HDS,,,,,,21,3,2,10%,3,4,,,1
DOC3,HIST,,,,,,28,3,0,0%,3,3,,,1
DOC3,INTL,,,,,,67,3,1,1%,3,3,,,1
DOC3,LIT,,,,,,36,3,1,3%,3,3,,,1
DOC3,MAE,,,,,,81,3,0,0%,3,3,,,1
DOC3,MATH,,,,,,238,3,6,3%,3,5,,,2
DOC3,PHYS,,,,,,29,3,0,0%,3,3,,,1
DOC3,POLI,,,,,,127,3,3,2%,3,4,,,1
DOC3,PSYC,,,,,,268,3,1,0%,3,3,,,1
DOC3,SE,,,,,,55,3,1,2%,3,3,,,1
DOC3,SIO,,,,,,44,3,1,2%,3,3,,,1
DOC3,SOC,,,,,,46,3,1,2%,3,3,,,1
DOC3,SPH,,,,,,51,3,0,0%,3,3,,,1
DOC3,UNAF,,,,,,78,3,3,4%,3,4,,,1
DOC3,USP,,,,,,27,3,0,0%,3,3,,,1
DOC3,VIS,,,,,,54,3,1,2%,3,3,,,1
DSC10,No major,,Y,Y,,,24,8,5,21%,11,12,,,19
DSC10,BIOL,,Y,Y,,,115,9,14,12%,11,13,,,19
DSC10,CHEM,,Y,Y,,,46,9,4,9%,11,11,,,19
DSC10,COGS,,Y,Y,,,233,9,32,14%,11,15,,,20
DSC10,CSE,,Y,Y,,,20,8,6,30%,11,12,,,19
DSC10,DSC,,Y,Y,,,762,9,61,8%,11,18,13.0,21.0,59
DSC10,ECON,,Y,Y,,Y,455,9,65,14%,11,18,,,20
DSC10,INTL,,Y,Y,,,40,9,9,23%,11,12,,,19
DSC10,MAE,,Y,Y,,,35,8,4,11%,11,12,,,19
DSC10,MATH,,Y,Y,,,527,9,54,10%,11,17,,,20
DSC10,PHYS,,Y,Y,,,30,8,3,10%,11,11,,,19
DSC10,POLI,,Y,Y,,,40,9,9,23%,11,12,,,19
DSC10,PSYC,Y,Y,Y,,,38,8,11,29%,11,12,,,19
DSC10,UNAF,Y,Y,Y,,,106,9,24,23%,11,14,,,19
DSC100,COGS,,,,,,31,7,0,0%,2,2,,,0
DSC100,DSC,,,,,,761,8,9,1%,2,3,3.0,12.0,5
DSC100,ECON,,,,,,47,8,0,0%,2,2,,,0
DSC100,MATH,,,,,,84,8,1,1%,2,2,,,0
DSC102,DSC,,,,,,691,7,9,1%,0,1,2.0,11.0,2
DSC102,MATH,,,,,,24,7,0,0%,0,0,,,0
DSC106,COGS,,,,,,20,5,0,0%,3,3,,,1
DSC106,DSC,,,,,,753,6,9,1%,3,5,2.0,10.0,8
DSC106,ECON,,,,,,38,6,0,0%,3,3,,,1
DSC106,MATH,,,,,,50,6,1,2%,3,3,,,1
DSC120,DSC,,,,,,46,2,4,9%,0,2,,,1
DSC140A,DSC,,,,,,790,6,38,5%,14,20,0.0,6.0,20
DSC140A,ECON,,,,,,36,6,2,6%,14,14,,,2
DSC140A,MATH,,,,,,44,6,0,0%,14,14,,,2
DSC140B,DSC,,,,,,273,3,8,3%,4,7,,,2
DSC148,DSC,,,,,,88,2,6,7%,0,3,,,2
DSC148,MATH,,,,,,21,2,1,5%,0,1,,,0
DSC167,DSC,,,,,,45,1,3,7%,0,3,,,3
DSC170,DSC,,,,,,87,3,3,3%,0,1,,,0
DSC180A,DSC,,,,,,578,3,1,0%,0,0,1.0,10.0,1
DSC180B,DSC,,,,,,573,3,0,0%,0,0,0.0,9.0,0
DSC190,DSC,,,,,,525,9,14,3%,2,4,,,0
DSC190,MATH,,,,,,32,6,1,3%,2,2,,,0
DSC197,DSC,,,,,,68,9,0,0%,0,0,,,0
DSC199,DSC,,,,,,22,9,0,0%,0,0,,,0
DSC20,BIOL,,Y,Y,,,28,8,2,7%,11,11,,,10
DSC20,COGS,,Y,Y,,,116,8,15,13%,11,13,,,10
DSC20,DSC,,Y,Y,,Y,860,9,117,14%,11,24,11.0,19.0,59
DSC20,ECON,,Y,Y,,Y,215,9,33,15%,11,15,,,10
DSC20,MATH,,Y,Y,,,209,8,17,8%,11,13,,,10
DSC20,UNAF,,Y,Y,,,25,8,2,8%,11,11,,,10
DSC30,COGS,,,,,,68,9,13,19%,4,5,,,1
DSC30,DSC,,,,,Y,822,9,106,13%,4,16,9.0,17.0,30
DSC30,ECON,,,,,,126,9,14,11%,4,6,,,1
DSC30,MATH,,,,,,109,9,14,13%,4,6,,,1
DSC40A,BIOL,,,,,,20,7,0,0%,3,3,,,0
DSC40A,COGS,,,,,,99,9,16,16%,3,5,,,1
DSC40A,DSC,,,,,,807,9,59,7%,3,10,10.0,19.0,20
DSC40A,ECON,,,,,,153,9,18,12%,3,5,,,1
DSC40A,MATH,,,,,,196,9,12,6%,3,4,,,0
DSC40B,COGS,,,,,,33,7,0,0%,2,2,,,0
DSC40B,DSC,,,,,,724,9,24,3%,2,5,7.0,16.0,8
DSC40B,ECON,,,,,,74,9,7,9%,2,3,,,0
DSC40B,MATH,,,,,,71,9,3,4%,2,2,,,0
DSC80,COGS,,,,,,61,8,3,5%,5,5,,,1
DSC80,DSC,,,,,,739,8,12,2%,5,7,8.0,17.0,14
DSC80,ECON,,,,,,96,8,2,2%,5,5,,,1
DSC80,MATH,,,,,,133,8,4,3%,5,6,,,1
DSC90,DSC,,,,,,34,2,1,3%,0,1,,,0
DSC95,DSC,,,,,,148,9,0,0%,0,0,,,0
DSC95,MATH,,,,,,24,8,0,0%,0,0,,,0
DSC96,DSC,,,,,,132,6,4,3%,3,4,0.0,1.0,1
DSGN1,BIOL,,,,,,40,9,1,3%,7,7,,,1
DSGN1,COGS,,,,,,904,9,21,2%,7,9,,,1
DSGN1,COMM,,,,,,39,9,1,3%,7,7,,,1
DSGN1,CSE,,,,,,64,9,3,5%,7,7,,,1
DSGN1,DSC,,,,,,43,8,2,5%,7,7,,,1
DSGN1,ECE,,,,,,23,7,0,0%,7,7,,,1
DSGN1,ECON,,,,,,43,9,2,5%,7,7,,,1
DSGN1,INTL,,,,,,39,9,2,5%,7,7,,,1
DSGN1,MAE,,,,,,35,9,0,0%,7,7,,,1
DSGN1,MATH,,,,,,75,9,2,3%,7,7,,,1
DSGN1,PSYC,,,,,,65,9,1,2%,7,7,,,1
DSGN1,VIS,,,,,,110,9,1,1%,7,7,,,1
DSGN100,COGS,,,,,,488,7,19,4%,7,10,,,1
DSGN100,COMM,,,,,,21,6,0,0%,7,7,,,1
DSGN100,CSE,,,,,,32,7,0,0%,7,7,,,1
DSGN100,VIS,,,,,,38,7,0,0%,7,7,,,1
DSGN118,COGS,,,,,,208,5,6,3%,3,4,,,1
DSGN119,COGS,,,,,,369,9,6,2%,6,7,,,1
DSGN119,COMM,,,,,,41,9,0,0%,6,6,,,1
DSGN119,CSE,,,,,,45,9,1,2%,6,6,,,1
DSGN119,INTL,,,,,,21,9,0,0%,6,6,,,1
DSGN119,MATH,,,,,,26,8,1,4%,6,6,,,1
DSGN119,PSYC,,,,,,34,9,2,6%,6,6,,,1
DSGN119,VIS,,,,,,62,9,1,2%,6,6,,,1
DSGN160,COGS,,,,,,88,5,2,2%,4,4,,,1
DSGN195,COGS,,,,,,22,2,2,9%,0,1,,,1
ECE100,ECE,,,,,,595,6,68,11%,0,11,4.0,11.0,21
ECE101,CSE,,Y,,,,70,9,6,9%,0,1,0.0,5.0,1
ECE101,ECE,,Y,,,Y,987,9,123,12%,0,14,0.0,5.0,8
ECE102,ECE,,,,,,432,6,30,7%,0,5,3.0,10.0,8
ECE103,ECE,,,,,,309,7,17,6%,2,4,0.0,7.0,4
ECE107,ECE,,,,,,536,9,63,12%,0,7,1.0,7.0,5
ECE108,ECE,,,,,,76,2,11,14%,0,6,,,3
ECE109,CSE,,Y,Y,,,121,9,17,14%,0,2,0.0,5.0,3
ECE109,ECE,,Y,Y,,Y,1124,9,183,16%,0,20,0.0,5.0,13
ECE109,MAE,,Y,Y,,,21,9,6,29%,0,1,,,2
ECE109,MATH,,Y,Y,,,41,9,2,5%,0,0,,,2
ECE111,CSE,,Y,,,,75,8,1,1%,3,3,0.0,6.0,3
ECE111,ECE,,Y,,,,1032,9,84,8%,3,12,0.0,5.0,8
ECE115,ECE,,,,,,61,4,2,3%,0,1,,,0
ECE121A,ECE,,,,,,154,3,6,4%,0,2,,,1
ECE121B,ECE,,,,,,122,3,1,1%,0,0,,,0
ECE123,ECE,,,,,,111,3,7,6%,0,2,,,1
ECE125A,ECE,,,,,,145,3,8,6%,0,3,,,1
ECE125B,ECE,,,,,,70,3,0,0%,0,0,,,0
ECE128A,ECE,,,,,,182,3,8,4%,0,3,,,1
ECE128B,ECE,,,,,,185,3,6,3%,0,2,,,1
ECE128C,ECE,,,,,,68,1,0,0%,1,1,,,1
ECE134,ECE,,,,,,87,3,4,5%,0,1,,,0
ECE135A,ECE,,,,,,45,3,5,11%,0,2,,,1
ECE135B,ECE,,,,,,34,3,2,6%,0,1,,,0
ECE136L,ECE,,,,,,22,3,0,0%,0,0,,,0
ECE139,ECE,,,,,,28,3,5,18%,0,2,,,1
ECE140A,CSE,,,,,,50,3,3,6%,1,2,,,1
ECE140A,ECE,,,,,,233,3,17,7%,1,7,,,2
ECE140B,CSE,,,,,,22,3,0,0%,0,0,,,0
ECE140B,ECE,,,,,,132,3,7,5%,0,2,,,1
ECE141A,ECE,,Y,Y,,,121,3,35,29%,0,12,,,5
ECE141B,ECE,,,,,,46,3,5,11%,0,2,,,1
ECE143,ECE,,,,,,94,6,2,2%,1,1,,,0
ECE144,ECE,,,,,,68,2,3,4%,2,4,,,2
ECE148,ECE,,,,,,88,6,2,2%,1,1,,,0
ECE15,COGS,,Y,Y,Y,,61,9,17,28%,0,2,,,3
ECE15,CSE,,Y,Y,Y,,38,9,14,37%,0,2,,,3
ECE15,ECE,,Y,Y,Y,,722,9,190,26%,0,21,1.0,3.0,10
ECE15,MAE,,Y,Y,Y,,27,9,7,26%,0,1,,,3
ECE15,MATH,,Y,Y,Y,,192,9,59,31%,0,7,,,4
ECE15,PHYS,,Y,Y,Y,,45,9,16,36%,0,2,,,3
ECE15,PSYC,Y,Y,Y,Y,,118,9,79,67%,0,9,,,4
ECE15,UNAF,Y,Y,Y,Y,,85,9,38,45%,0,4,,,4
ECE150,ECE,,,,,,72,3,0,0%,0,0,,,0
ECE153,ECE,,,,,,143,3,11,8%,0,4,,,1
ECE157A,ECE,,,,,,28,3,1,4%,0,0,,,0
ECE158A,ECE,,,,,,108,3,6,6%,0,2,,,1
ECE158B,ECE,,,,,,28,3,2,7%,0,1,,,0
ECE16,ECE,,,,,,210,7,25,12%,1,5,,,1
ECE161A,ECE,,,,,,163,3,15,9%,0,5,,,2
ECE161B,ECE,,,,,,108,3,1,1%,0,0,,,0
ECE161C,ECE,,,,,,81,3,5,6%,0,2,,,1
ECE163,ECE,,,,,,154,3,9,6%,0,3,,,1
ECE164,ECE,,,,,,191,3,41,21%,0,14,0.0,7.0,32
ECE165,ECE,,,,,,229,3,16,7%,0,5,0.0,7.0,12
ECE166,ECE,,Y,Y,,,188,3,46,24%,0,15,0.0,7.0,42
ECE17,ECE,,,,,,289,5,42,15%,0,8,,,2
ECE171A,ECE,,,,,,318,6,16,5%,0,3,,,0
ECE171B,ECE,,,,,,97,3,7,7%,1,3,,,1
ECE172A,ECE,,,,,,234,3,8,3%,0,3,,,1
ECE174,ECE,,,,,,249,3,29,12%,0,10,,,3
ECE175A,ECE,,,,,,199,3,15,8%,0,5,,,2
ECE175B,ECE,,,,,,80,3,8,10%,0,3,,,1
ECE176,ECE,,,,,,126,2,5,4%,0,3,,,1
ECE176,MATH,,,,,,24,2,2,8%,0,1,,,1
ECE180,ECE,,,,,,29,1,0,0%,1,1,,,1
ECE181,ECE,,,,,,38,3,4,11%,0,1,,,0
ECE182,ECE,,,,,,30,3,2,7%,0,1,,,0
ECE183,ECE,,,,,,61,3,3,5%,0,1,,,0
ECE191,ECE,,,,,,127,7,4,3%,0,1,,,0
ECE196,CSE,,,,,,20,7,0,0%,1,1,,,0
ECE196,ECE,,,,,,192,8,0,0%,1,1,,,0
ECE197,ECE,,,,,,25,8,1,4%,0,0,,,0
ECE198,CSE,,,,,,20,4,0,0%,0,0,,,0
ECE198,ECE,,,,,,65,9,3,5%,0,0,,,0
ECE199,ECE,,,,,,174,9,3,2%,0,0,,,0
ECE25,ECE,,Y,Y,,,605,9,97,16%,1,12,1.0,3.0,4
ECE25,MATH,,Y,Y,,,23,8,4,17%,1,2,,,1
ECE25,UNAF,,Y,Y,,,29,8,9,31%,1,2,,,1
ECE250,ECE,,,,,,28,7,3,11%,0,0,,,0
ECE264A,ECE,,,,,,21,3,2,10%,0,1,,,0
ECE271A,ECE,,,,,,25,3,3,12%,0,1,,,0
ECE30,ECE,,Y,Y,,,532,6,102,19%,0,17,0.0,2.0,7
ECE35,BENG,,Y,Y,,Y,89,9,27,30%,2,5,4.0,10.0,20
ECE35,COGS,,Y,Y,,,25,8,2,8%,2,2,,,15
ECE35,CSE,,Y,Y,,,102,9,15,15%,2,4,4.0,9.0,18
ECE35,ECE,Y,Y,Y,,Y,1122,9,313,28%,2,37,10.0,17.0,84
ECE35,MAE,,Y,Y,,,28,9,5,18%,2,3,,,15
ECE35,MATH,,Y,Y,,Y,179,9,28,16%,2,5,,,15
ECE35,PHYS,,Y,Y,,,25,9,1,4%,2,2,,,15
ECE35,UNAF,,Y,Y,,,61,9,7,11%,2,3,,,15
ECE45,BENG,,Y,Y,,,62,9,16,26%,0,2,3.0,9.0,7
ECE45,CSE,,Y,Y,,,77,9,10,13%,0,1,2.0,7.0,6
ECE45,ECE,,Y,Y,,Y,874,9,156,18%,0,17,7.0,14.0,32
ECE45,MAE,,Y,Y,,,20,8,1,5%,0,0,,,5
ECE45,MATH,,Y,Y,,,141,9,9,6%,0,1,,,5
ECE45,UNAF,,Y,Y,,,39,8,3,8%,0,0,,,5
ECE5,ECE,,,,,,634,9,34,5%,3,7,0.0,1.0,1
ECE5,MATH,,,,,,30,9,4,13%,3,3,,,0
ECE5,UNAF,,,,,,38,9,1,3%,3,3,,,0
ECE65,CSE,,,,,,72,9,6,8%,0,1,1.0,6.0,0
ECE65,ECE,,,,,Y,1043,9,114,11%,0,13,6.0,13.0,18
ECE65,MATH,,,,,,42,9,3,7%,0,0,,,0
ECON1,No major,,Y,Y,,,22,7,2,9%,8,8,,,12
ECON1,BENG,,Y,Y,,,40,7,1,3%,8,8,,,12
ECON1,BIOL,,Y,Y,,,307,9,26,8%,8,11,,,12
ECON1,CENG,,Y,Y,,,35,9,0,0%,8,8,,,12
ECON1,CHEM,,Y,Y,,,176,9,11,6%,8,9,,,12
ECON1,COGS,,Y,Y,,,104,9,8,8%,8,9,,,12
ECON1,COMM,,Y,Y,,,34,7,4,12%,8,9,,,12
ECON1,CSE,,Y,Y,,,203,9,7,3%,8,9,,,12
ECON1,DSC,,Y,Y,,,265,9,12,5%,8,9,,,12
ECON1,ECE,,Y,Y,,,164,9,13,8%,8,9,,,12
ECON1,ECON,,Y,Y,,,1661,9,167,10%,8,27,9.0,13.0,49
ECON1,ESYS,,Y,Y,,,277,9,32,12%,8,12,2.0,5.0,17
ECON1,INTL,,Y,Y,,,184,9,26,14%,8,11,2.0,4.0,16
ECON1,MAE,,Y,Y,,,162,9,10,6%,8,9,,,12
ECON1,MATH,,Y,Y,,,462,9,14,3%,8,10,1.0,3.0,14
ECON1,PHYS,,Y,Y,,,46,9,0,0%,8,8,,,12
ECON1,POLI,Y,Y,Y,,,144,9,26,18%,8,11,,,12
ECON1,PSYC,Y,Y,Y,,,128,9,25,20%,8,11,,,12
ECON1,SE,,Y,Y,,,76,9,7,9%,8,9,,,12
ECON1,SIO,,Y,Y,,,42,9,6,14%,8,9,,,12
ECON1,SOC,,Y,Y,,,27,8,4,15%,8,9,,,12
ECON1,SPH,,Y,Y,,,76,9,10,13%,8,9,,,12
ECON1,UNAF,,Y,Y,,,304,9,39,13%,8,12,,,12
ECON1,USP,,Y,Y,,,167,9,26,16%,8,11,0.0,1.0,12
ECON1,VIS,,Y,Y,,,41,9,4,10%,8,8,,,12
ECON100A,BIOL,,Y,Y,,,22,8,1,5%,21,21,,,8
ECON100A,CSE,,Y,Y,,,55,9,6,11%,21,22,,,8
ECON100A,DSC,,Y,Y,,,59,9,2,3%,21,21,,,7
ECON100A,ECE,,Y,Y,,,37,9,6,16%,21,22,,,8
ECON100A,ECON,,Y,Y,,Y,2647,9,397,15%,21,65,2.0,8.0,63
ECON100A,INTL,,Y,Y,,,80,9,17,21%,21,23,,,8
ECON100A,MAE,,Y,Y,,,31,9,1,3%,21,21,,,7
ECON100A,MATH,,Y,Y,,,247,9,15,6%,21,23,,,8
ECON100A,POLI,,Y,Y,,,29,9,2,7%,21,21,,,7
ECON100A,PSYC,,Y,Y,,,20,8,0,0%,21,21,,,8
ECON100B,CSE,,,,,,23,8,0,0%,4,4,,,1
ECON100B,DSC,,,,,,40,9,1,3%,4,4,,,0
ECON100B,ECON,,,,,,2369,9,173,7%,4,23,1.0,7.0,18
ECON100B,INTL,,,,,,52,9,3,6%,4,4,,,0
ECON100B,MATH,,,,,,215,9,5,2%,4,5,,,1
ECON100B,POLI,,,,,,21,8,0,0%,4,4,,,1
ECON100C,DSC,,,,,,24,8,0,0%,9,9,,,1
ECON100C,ECON,,,,,,1153,9,82,7%,9,18,0.0,6.0,12
ECON100C,MATH,,,,,,168,9,9,5%,9,10,,,1
ECON100C,POLI,,,,,,20,7,3,15%,9,9,,,1
ECON101,ECON,,,,,,32,1,4,13%,0,4,,,4
ECON102,ECON,,,,,,116,1,12,10%,9,21,,,21
ECON102,INTL,,,,,,37,1,4,11%,9,13,,,13
ECON103,ECON,,,,,,91,1,13,14%,0,13,,,13
ECON104,ECON,,,,,,22,2,1,5%,0,1,,,0
ECON105,ECON,,,,,,80,2,6,8%,0,3,,,2
ECON109,No major,,,,,,22,6,2,9%,2,2,,,0
ECON109,CSE,,,,,,97,6,5,5%,2,3,,,0
ECON109,ECE,,,,,,33,6,2,6%,2,2,,,0
ECON109,ECON,,,,,,386,6,56,15%,2,11,,,2
ECON109,MATH,,,,,,138,6,18,13%,2,5,,,1
ECON110A,DSC,,Y,Y,,,26,7,0,0%,1,1,,,1
ECON110A,ECON,,Y,Y,,Y,1264,9,196,16%,1,23,0.0,4.0,11
ECON110A,INTL,Y,Y,Y,,Y,74,9,23,31%,1,4,,,1
ECON110A,MATH,,Y,Y,,,173,9,12,7%,1,2,,,1
ECON110B,No major,,,,,,20,7,0,0%,15,15,,,2
ECON110B,DSC,,,,,,32,8,1,3%,15,15,,,2
ECON110B,ECON,,,,,Y,2123,9,170,8%,15,34,0.0,4.0,15
ECON110B,INTL,,,,,,57,9,7,12%,15,16,,,2
ECON110B,MATH,,,,,,182,9,4,2%,15,15,,,2
ECON110B,POLI,,,,,,23,9,1,4%,15,15,,,2
ECON110BH,ECON,,,,,,42,4,0,0%,0,0,,,0
ECON111,ECON,,,,,,204,3,10,5%,4,7,,,2
ECON112,ECON,,,,,,51,2,5,10%,0,3,,,1
ECON116,No major,,,,,,30,3,2,7%,2,3,,,1
ECON116,ECON,,,,,,177,3,10,6%,2,5,,,2
ECON116,INTL,,,,,,53,3,10,19%,2,5,,,2
ECON120A,BIOL,,Y,Y,,,22,8,2,9%,12,12,,,7
ECON120A,CSE,,Y,Y,,,113,9,1,1%,12,12,,,7
ECON120A,DSC,,Y,Y,,,152,9,3,2%,12,12,,,7
ECON120A,ECON,,Y,Y,,Y,2514,9,324,13%,12,48,3.0,9.0,54
ECON120A,INTL,,Y,Y,,,102,9,16,16%,12,14,,,7
ECON120A,MAE,,Y,Y,,,21,7,3,14%,12,12,,,7
ECON120A,MATH,,Y,Y,,,107,9,3,3%,12,12,,,7
ECON120A,POLI,,Y,Y,,,35,9,4,11%,12,12,,,7
ECON120B,No major,,Y,Y,,,24,7,1,4%,8,8,,,3
ECON120B,CSE,,Y,Y,,,28,8,0,0%,8,8,,,3
ECON120B,DSC,,Y,Y,,,116,9,2,2%,8,8,,,3
ECON120B,ECON,,Y,Y,,Y,2222,9,251,11%,8,36,1.0,7.0,30
ECON120B,INTL,,Y,Y,,Y,49,9,10,20%,8,9,,,3
ECON120B,MATH,,Y,Y,,,173,9,16,9%,8,10,,,3
ECON120B,POLI,,Y,Y,,,24,7,3,13%,8,8,,,3
ECON120BH,ECON,,,,,,31,3,0,0%,3,3,,,1
ECON120C,No major,,,,,,33,8,0,0%,0,0,,,0
ECON120C,DSC,,,,,,68,9,2,3%,0,0,,,0
ECON120C,ECON,,,,,,1137,9,110,10%,0,12,0.0,6.0,8
ECON120C,MATH,,,,,,184,9,10,5%,0,1,,,0
ECON120CH,ECON,,,,,,21,2,0,0%,3,3,,,2
ECON121,ECON,,,,,,126,3,7,6%,0,2,,,1
ECON125,ECON,,,,,,68,2,11,16%,0,6,,,3
ECON129,ECON,,,,,,175,3,10,6%,11,14,,,5
ECON130,ECON,,,,,,208,3,7,3%,4,6,,,2
ECON131,No major,,,,,,36,3,0,0%,1,1,,,0
ECON131,ECON,,,,,,520,3,10,2%,1,4,,,1
ECON131,ESYS,,,,,,183,3,7,4%,1,3,0.0,3.0,3
ECON131,INTL,,,,,,48,3,8,17%,1,4,,,1
ECON131,MATH,,,,,,36,3,1,3%,1,1,,,0
ECON132,ECON,,,,,,164,3,7,4%,0,2,,,1
ECON132,INTL,,,,,,25,3,3,12%,0,1,,,0
ECON134,ECON,,,,,,117,2,3,3%,3,5,,,2
ECON136,ECON,,,,,,176,2,25,14%,0,13,,,6
ECON137,ECON,,,,,,31,3,3,10%,0,1,,,0
ECON138,CSE,,,,,,23,4,0,0%,3,3,,,1
ECON138,ECON,,,,,Y,518,4,73,14%,3,21,,,5
ECON138,INTL,,,,,,28,4,6,21%,3,5,,,1
ECON138,MATH,,,,,,49,4,5,10%,3,4,,,1
ECON138,POLI,,,,,,20,3,3,15%,3,4,,,1
ECON140,ECON,,,,,,59,3,3,5%,0,1,,,0
ECON142,No major,,,,,,24,3,1,4%,0,0,,,0
ECON142,ECON,,,,,,102,3,14,14%,0,5,,,2
ECON145,ECON,,,,,,351,3,10,3%,0,3,,,1
ECON145,INTL,,,,,,60,3,1,2%,0,0,,,0
ECON146,ECON,,,,,,213,2,8,4%,5,9,,,5
ECON147,ECON,,,,,,80,1,12,15%,6,18,,,18
ECON149,ECON,,,,,,33,1,5,15%,0,5,,,5
ECON151,ECON,,,,,,203,3,2,1%,9,10,,,3
ECON152,ECON,,,,,,229,3,0,0%,0,0,,,0
ECON159,ECON,,,,,,24,1,2,8%,0,2,,,2
ECON164,ECON,,,,,,182,2,14,8%,0,7,,,4
ECON164,INTL,,,,,,33,2,4,12%,0,2,,,1
ECON165,ECON,,,,,,74,1,9,12%,0,9,,,9
ECON168,ECON,,,,,,211,3,5,2%,2,4,,,1
ECON171,ECON,,,,,,477,5,32,7%,8,14,,,3
ECON171,MATH,,,,,,41,5,1,2%,8,8,,,2
ECON172A,ECON,,,,,,269,4,23,9%,3,9,,,2
ECON172A,MATH,,,,,,42,4,1,2%,3,3,,,1
ECON172B,ECON,,,,,,199,4,13,7%,0,3,,,1
ECON172B,MATH,,,,,,22,4,0,0%,0,0,,,0
ECON173A,No major,,,,,,20,3,2,10%,0,1,,,0
ECON173A,ECON,,,,,,185,3,17,9%,0,6,,,2
ECON173A,MATH,,,,,,33,3,2,6%,0,1,,,0
ECON173B,ECON,,,,,,149,2,5,3%,2,5,,,2
